@RELATION train

@ATTRIBUTE review REAL
@ATTRIBUTE np1 REAL
@ATTRIBUTE np2 REAL
@ATTRIBUTE np1ispr {false,true}
@ATTRIBUTE np2ispr {false,true}
@ATTRIBUTE np2isdefnp {false,true}
@ATTRIBUTE np2isdemnp {false,true}
@ATTRIBUTE distance REAL
@ATTRIBUTE numberagreement {false,true}
@ATTRIBUTE isbetween {false,true}
@ATTRIBUTE hasbetween {false,true}
@ATTRIBUTE comparative {false,true}
@ATTRIBUTE sentiment REAL
@ATTRIBUTE bothpropername {false,true}
@ATTRIBUTE np1propername {false,true}
@ATTRIBUTE np2propername {false,true}
@ATTRIBUTE bothPronoun {false,true}
@ATTRIBUTE bothNormal {false,true}
@ATTRIBUTE subString {false,true}
@ATTRIBUTE headMatch {false,true}
@ATTRIBUTE exactMatch {false,true}
@ATTRIBUTE matchAfterRemoveDetermine {false,true}
@ATTRIBUTE PMI {0,1,2,3,4,10,11,12}
@ATTRIBUTE coref {false,true}

@DATA
1,13,24,false,false,false,false,3,true,false,false,false,2,false,false,false,false,true,false,false,false,false,12,false
1,12,24,true,false,false,false,3,true,false,false,false,2,false,false,false,false,false,false,false,false,false,12,false
1,11,24,false,false,false,false,3,true,false,false,false,2,false,false,false,false,true,false,false,false,false,12,false
1,10,24,false,false,false,false,3,true,false,false,false,2,false,false,false,false,true,false,false,false,false,12,false
1,9,24,false,false,false,false,3,true,false,false,false,2,false,true,false,false,false,false,false,false,false,12,false
1,8,24,false,false,false,false,4,true,false,false,false,2,false,false,false,false,true,false,false,false,false,12,false
1,7,24,false,false,false,false,4,true,false,false,false,2,false,false,false,false,true,false,false,false,false,12,false
1,6,24,false,false,false,false,4,true,false,false,false,2,false,false,false,false,true,false,false,false,false,12,false
1,5,24,false,false,false,false,4,true,false,false,false,2,false,false,false,false,true,false,false,false,false,12,false
1,4,24,false,false,false,false,4,true,false,false,false,2,false,false,false,false,true,false,false,false,false,12,false
1,3,24,false,false,false,false,4,false,false,false,false,2,false,false,false,false,true,false,false,false,false,12,false
1,2,24,false,false,false,false,4,true,false,false,false,2,false,false,false,false,true,false,false,false,false,12,false
1,1,24,false,false,false,false,5,true,false,false,false,2,false,true,false,false,true,false,false,false,false,12,false
1,0,24,false,false,false,false,5,true,false,false,false,2,false,true,false,false,true,false,false,false,false,12,false
1,22,23,true,false,false,false,0,true,false,false,false,2,false,false,false,false,false,false,false,false,false,12,true
1,21,23,false,false,false,false,1,true,false,false,false,0,false,false,false,false,true,false,false,false,false,12,false
1,20,23,true,false,false,false,1,true,false,false,false,2,false,false,false,false,false,false,false,false,false,12,true
1,19,23,true,false,false,false,1,true,false,false,false,2,false,false,false,false,false,false,false,false,false,12,true
1,18,23,false,false,false,false,1,true,false,false,false,2,false,false,false,false,true,false,false,false,false,12,false
1,17,23,false,false,false,false,1,true,false,false,false,2,false,false,false,false,true,false,false,false,false,12,false
1,16,23,true,false,false,false,1,true,false,false,false,2,false,true,false,false,false,false,false,false,false,12,true
1,15,23,false,false,false,false,2,true,false,false,false,2,false,false,false,false,true,false,false,false,false,12,false
1,14,23,false,false,false,false,2,true,false,false,false,2,false,true,false,false,true,false,false,false,false,12,false
1,13,23,false,false,false,false,3,true,false,false,false,2,false,false,false,false,true,false,false,false,false,12,false
1,12,23,true,false,false,false,3,true,false,false,false,2,false,false,false,false,false,false,false,false,false,12,true
1,11,23,false,false,false,false,3,true,false,false,false,2,false,false,false,false,true,false,false,false,false,12,false
1,10,23,false,false,false,false,3,true,false,false,false,2,false,false,false,false,true,false,false,false,false,12,false
1,9,23,false,false,false,false,3,true,false,false,false,2,false,true,false,false,false,false,false,false,false,12,false
1,8,23,false,false,false,false,4,true,false,false,false,2,false,false,false,false,true,false,false,false,false,12,false
1,7,23,false,false,false,false,4,true,false,false,false,2,false,false,false,false,true,false,false,false,false,12,false
1,6,23,false,false,false,false,4,true,false,false,false,2,false,false,false,false,true,false,false,false,false,12,false
1,5,23,false,false,false,false,4,true,false,false,false,2,false,false,false,false,true,false,false,false,false,12,false
1,4,23,false,false,false,false,4,true,false,false,false,2,false,false,false,false,true,false,false,false,false,12,false
1,3,23,false,false,false,false,4,false,false,false,false,2,false,false,false,false,true,false,false,false,false,12,false
1,2,23,false,false,false,false,4,true,false,false,false,2,false,false,false,false,true,false,false,false,false,12,false
1,1,23,false,false,false,false,5,true,false,false,false,2,false,true,false,false,true,false,false,false,false,12,true
1,0,23,false,false,false,false,5,true,false,false,false,2,false,true,false,false,true,false,false,false,false,12,false
1,21,22,false,true,false,false,1,true,false,false,false,0,false,false,false,false,false,false,false,false,false,10,false
1,20,22,true,true,false,false,1,true,false,false,false,2,false,false,false,true,false,true,true,true,true,10,true
1,19,22,true,true,false,false,1,true,false,false,false,2,false,false,false,true,false,true,true,true,true,10,true
1,18,22,false,true,false,false,1,true,false,false,false,2,false,false,false,false,false,false,false,false,false,10,false
1,17,22,false,true,false,false,1,true,false,false,false,2,false,false,false,false,false,false,false,false,false,10,false
1,16,22,true,true,false,false,1,true,false,false,false,2,false,true,false,true,false,true,true,true,true,10,true
1,15,22,false,true,false,false,2,true,false,false,false,2,false,false,false,false,false,false,false,false,false,10,false
1,14,22,false,true,false,false,2,true,false,false,false,2,false,true,false,false,false,false,false,false,false,10,false
1,13,22,false,true,false,false,3,true,false,false,false,2,false,false,false,false,false,false,false,false,false,10,false
1,12,22,true,true,false,false,3,true,false,false,false,2,false,false,false,true,false,true,true,true,true,10,true
1,11,22,false,true,false,false,3,true,false,false,false,2,false,false,false,false,false,false,false,false,false,10,false
1,10,22,false,true,false,false,3,true,false,false,false,2,false,false,false,false,false,false,false,false,false,10,false
1,9,22,false,true,false,false,3,true,false,false,false,2,false,true,false,false,false,false,false,false,false,10,false
1,8,22,false,true,false,false,4,true,false,false,false,2,false,false,false,false,false,false,false,false,false,10,false
