@RELATION train

@ATTRIBUTE review REAL
@ATTRIBUTE np1 REAL
@ATTRIBUTE np2 REAL
@ATTRIBUTE np1ispr {false,true}
@ATTRIBUTE np2ispr {false,true}
@ATTRIBUTE np2isdefnp {false,true}
@ATTRIBUTE np2isdemnp {false,true}
@ATTRIBUTE distance REAL
@ATTRIBUTE numberagreement {false,true}
@ATTRIBUTE isbetween {false,true}
@ATTRIBUTE hasbetween {false,true}
@ATTRIBUTE comparative {false,true}
@ATTRIBUTE sentiment {0,1,2}
@ATTRIBUTE bothpropername {false,true}
@ATTRIBUTE subString {false,true}
@ATTRIBUTE headMatch {false,true}
@ATTRIBUTE exactMatch {false,true}
@ATTRIBUTE PMI {0,1,2,3,4,10,11}
@ATTRIBUTE relativeClause {false,true}
@ATTRIBUTE coref {false,true}

@DATA
0,5,6,false,true,false,false,0,true,false,false,false,2,false,false,false,false,10,false,false
0,4,6,false,true,false,false,0,true,false,false,false,2,false,false,false,false,10,false,true
0,3,6,false,true,false,false,1,true,false,false,false,0,false,false,false,false,10,false,true
0,2,6,false,true,false,false,1,true,false,false,false,0,false,false,false,false,10,false,true
0,1,6,false,true,false,false,1,true,false,false,false,0,false,false,false,false,10,false,false
0,0,6,false,true,false,false,2,true,false,false,false,2,false,false,false,false,10,false,true
0,4,5,false,false,false,false,0,true,false,false,false,2,false,false,false,false,10,false,false
0,3,5,false,false,false,false,1,true,false,false,false,0,false,false,false,false,10,false,false
0,2,5,false,false,false,false,1,true,false,false,false,0,false,false,false,false,10,false,false
0,1,5,false,false,false,false,1,true,false,false,false,0,false,false,false,false,10,false,false
0,0,5,false,false,false,false,2,true,false,false,false,2,false,false,false,false,10,false,false
0,3,4,false,false,false,false,1,true,false,false,false,1,false,false,false,false,10,false,true
0,2,4,false,false,false,false,1,true,false,false,false,1,false,false,true,false,10,false,true
0,1,4,false,false,false,false,1,true,false,false,false,1,false,false,false,false,10,false,false
0,0,4,false,false,false,false,2,true,false,false,false,2,false,false,true,false,10,false,true
