@RELATION test

@ATTRIBUTE review REAL
@ATTRIBUTE np1 REAL
@ATTRIBUTE np2 REAL
@ATTRIBUTE np1ispr {false,true}
@ATTRIBUTE np2ispr {false,true}
@ATTRIBUTE np2isdefnp {false,true}
@ATTRIBUTE np2isdemnp {false,true}
@ATTRIBUTE distance REAL
@ATTRIBUTE numberagreement {false,true}
@ATTRIBUTE isbetween {false,true}
@ATTRIBUTE hasbetween {false,true}
@ATTRIBUTE comparative {false,true}
@ATTRIBUTE sentiment {0,1,2}
@ATTRIBUTE bothpropername {false,true}
@ATTRIBUTE subString {false,true}
@ATTRIBUTE headMatch {false,true}
@ATTRIBUTE exactMatch {false,true}
@ATTRIBUTE PMI {0,1,2,3,4,10,11}
@ATTRIBUTE relativeClause {false,true}
@ATTRIBUTE coref {false,true}

@DATA
1,24,25,false,false,false,false,0,true,false,false,false,2,false,false,false,false,10,false,false
1,23,25,false,false,false,false,0,true,false,false,false,2,false,false,false,false,10,false,false
1,22,25,true,false,false,false,0,true,false,false,false,2,false,false,false,false,10,false,false
1,21,25,false,false,false,false,1,true,false,false,false,2,false,false,false,false,10,false,false
1,20,25,true,false,false,false,1,true,false,false,false,2,false,false,false,false,10,false,false
1,19,25,true,false,false,false,1,true,false,false,false,2,false,false,false,false,10,false,false
1,18,25,false,false,false,false,1,true,false,false,false,2,false,false,false,false,10,false,false
1,17,25,false,false,false,false,1,true,false,false,false,2,false,false,false,false,10,false,false
1,16,25,true,false,false,false,1,true,false,false,false,2,false,false,false,false,10,false,false
1,15,25,false,false,false,false,2,true,false,false,false,2,false,false,false,false,10,false,false
1,14,25,false,false,false,false,2,true,false,false,false,2,false,false,false,false,10,false,false
1,13,25,false,false,false,false,3,true,false,false,false,2,false,false,false,false,10,false,false
1,12,25,true,false,false,false,3,true,false,false,false,2,false,false,false,false,10,false,false
1,11,25,false,false,false,false,3,true,false,false,false,2,false,false,false,false,10,false,false
1,10,25,false,false,false,false,3,true,false,false,false,2,false,false,false,false,10,false,false
1,9,25,false,false,false,false,3,true,false,false,false,2,false,false,false,false,10,false,false
1,8,25,false,false,false,false,4,true,false,false,false,2,false,false,false,false,10,false,false
1,7,25,false,false,false,false,4,true,false,false,false,2,false,false,false,false,10,false,false
1,6,25,false,false,false,false,4,true,false,false,false,2,false,false,false,false,10,false,false
1,5,25,false,false,false,false,4,true,false,false,false,2,false,false,false,false,10,false,false
1,4,25,false,false,false,false,4,true,false,false,false,2,false,false,false,false,10,false,false
1,3,25,false,false,false,false,4,false,false,false,false,2,false,false,false,false,10,false,false
1,2,25,false,false,false,false,4,true,false,false,false,2,false,false,false,false,10,false,false
1,1,25,false,false,false,false,5,true,false,false,false,2,false,false,false,false,10,false,false
1,0,25,false,false,false,false,5,true,false,false,false,2,false,false,false,false,10,false,false
1,23,24,false,false,false,false,0,true,false,false,false,2,false,false,false,false,10,false,false
1,22,24,true,false,false,false,0,true,false,false,false,2,false,false,false,false,10,false,false
1,21,24,false,false,false,false,1,true,false,false,false,2,false,false,false,false,10,false,false
1,20,24,true,false,false,false,1,true,false,false,false,2,false,false,false,false,10,false,false
1,19,24,true,false,false,false,1,true,false,false,false,2,false,false,false,false,10,false,false
1,18,24,false,false,false,false,1,true,false,false,false,2,false,false,false,false,10,false,false
1,17,24,false,false,false,false,1,true,false,false,false,2,false,false,false,false,10,false,false
1,16,24,true,false,false,false,1,true,false,false,false,2,false,false,false,false,10,false,false
